Month,Monthly Return (%),Ticker
7,1.3826528471318984,BAJAJ-AUTO
8,11.932069266738598,BAJAJ-AUTO
9,10.963859753192946,BAJAJ-AUTO
10,-56.28976471217237,BAJAJ-AUTO
11,13.962408899117756,BAJAJ-AUTO
12,12.424640881236506,BAJAJ-AUTO
1,-2.9288952517299056,BAJAJFINSV
2,-1.7537370935429217,BAJAJFINSV
3,1.8873187058385903,BAJAJFINSV
4,-1.8833535844471445,BAJAJFINSV
5,-5.376210962889606,BAJAJFINSV
6,0.7837288996065577,BAJAJFINSV
7,4.521579546892801,BAJAJFINSV
8,9.068387570344996,BAJAJFINSV
9,7.217951155904492,BAJAJFINSV
10,-11.365649917731933,BAJAJFINSV
11,6.399211622214458,BAJAJFINSV
12,-0.008897061004187013,BAJAJFINSV
1,-5.975435159370062,BAJFINANCE
2,-3.676983079501132,BAJFINANCE
3,10.253444825723397,BAJFINANCE
4,-4.51527041284245,BAJFINANCE
5,-2.6878986444273325,BAJFINANCE
6,2.8920331716204783,BAJFINANCE
7,-6.456178926031542,BAJFINANCE
8,6.327852148294729,BAJFINANCE
9,3.5342504418653076,BAJFINANCE
10,-10.5575749707906,BAJFINANCE
11,-4.684216865857413,BAJFINANCE
12,0.9422331200451781,BAJFINANCE
1,0.513652338469866,BEL
2,11.832061068702284,BEL
3,-1.994163424124511,BEL
4,10.72951207958314,BEL
5,26.0702875399361,BEL
6,-4.001255295779068,BEL
7,2.7303754266211717,BEL
8,-3.808452514864203,BEL
9,-3.974402155607934,BEL
10,0.3345659447085715,BEL
11,10.196374622356496,BEL
12,24.923702950152595,BEL
1,15.56191698336707,BHARTIARTL
2,-2.419214732453104,BHARTIARTL
3,8.85089040489057,BHARTIARTL
4,8.621185361646203,BHARTIARTL
5,5.268202906330282,BHARTIARTL
6,3.8063403062324817,BHARTIARTL
7,2.5825309491059114,BHARTIARTL
8,5.549651278644966,BHARTIARTL
9,8.794985203805648,BHARTIARTL
10,-5.0685818567139655,BHARTIARTL
11,-37.22663862167094,BHARTIARTL
12,1.7246476791169802,BHARTIARTL
1,11.126841569703139,BPCL
2,18.762537859418643,BPCL
3,-3.353120487726613,BPCL
4,1.108706509072743,BPCL
5,-1.080893706866671,BPCL
6,-8.745646691485529,BPCL
7,14.940075521260876,BPCL
8,2.4491549699226454,BPCL
9,3.2082577765378715,BPCL
10,-15.614392396469789,BPCL
11,22.07901372933595,BPCL
12,2.8904109589041154,BPCL
1,-2.2820406782209957,BRITANNIA
2,-3.562133395486162,BRITANNIA
3,-0.33382714045091666,BRITANNIA
4,-2.4360598136950484,BRITANNIA
5,8.827329740632202,BRITANNIA
6,5.955145322961415,BRITANNIA
7,5.623116954259104,BRITANNIA
8,2.1831889217559812,BRITANNIA
9,7.024475908242783,BRITANNIA
10,-11.156444644394638,BRITANNIA
11,10.35521797466626,BRITANNIA
12,7.397274053211282,BRITANNIA
1,7.993605115907274,CIPLA
2,6.680358880121054,CIPLA
3,1.771024542796924,CIPLA
4,-6.582590998565381,CIPLA
5,1.9119045104045698,CIPLA
6,1.958894205942097,CIPLA
7,4.408085998242178,CIPLA
8,7.030138403828744,CIPLA
9,0.45243372908631574,CIPLA
10,-6.793404811244251,CIPLA
11,0.919875130072837,CIPLA
12,3.3673384755743476,CIPLA
1,6.3776846516500685,COALINDIA
2,7.376444553725105,COALINDIA
3,-2.7444830290131064,COALINDIA
4,2.771179730799683,COALINDIA
5,8.217669090107957,COALINDIA
6,-7.6510198106763045,COALINDIA
7,9.983150800336992,COALINDIA
8,-2.858993338267937,COALINDIA
9,-2.0543342613036466,COALINDIA
10,-11.101278269419861,COALINDIA
11,-24.661455466255646,COALINDIA
12,8.466753209288916,COALINDIA
1,5.1445895922977245,DRREDDY
2,7.193212250652811,DRREDDY
3,-0.5755988084378191,DRREDDY
4,-0.7367587415104784,DRREDDY
5,-7.883101391650108,DRREDDY
6,10.704096277211967,DRREDDY
7,6.2451799738734834,DRREDDY
8,2.0818966455912182,DRREDDY
9,-1.7541817335186314,DRREDDY
10,-5.602228445274177,DRREDDY
11,-8.095427119720531,DRREDDY
12,0.8435662851775678,DRREDDY
1,-4.921564500352868,EICHERMOT
2,-3.5797823655039087,EICHERMOT
3,4.57259564725319,EICHERMOT
4,16.488667604170615,EICHERMOT
5,2.847427429167395,EICHERMOT
6,0.044959696843175315,EICHERMOT
7,7.057414977726475,EICHERMOT
8,-0.16704234422798625,EICHERMOT
9,2.326978084060306,EICHERMOT
10,-1.5685801333293115,EICHERMOT
11,18.72648335745297,EICHERMOT
12,6.483861019736848,EICHERMOT
1,2.648569055349991,GRASIM
2,2.9502959691816306,GRASIM
3,1.4368708146702776,GRASIM
4,5.195088438638193,GRASIM
5,-4.9685108827209845,GRASIM
6,12.734295845997956,GRASIM
7,1.8467576291079777,GRASIM
8,-2.4629562703288794,GRASIM
9,3.8928943065259403,GRASIM
10,-3.7591703407529113,GRASIM
11,7.32665287591005,GRASIM
12,5.890232910207312,GRASIM
1,6.217354675652906,HCLTECH
2,5.480537593508293,HCLTECH
3,-6.115808040873424,HCLTECH
4,-12.211729941543016,HCLTECH
5,-2.689792018813856,HCLTECH
6,11.042641408954305,HCLTECH
7,11.828981856554448,HCLTECH
8,6.8696473743561635,HCLTECH
9,-0.5839537265104022,HCLTECH
10,-2.777319020093589,HCLTECH
11,-23.699783771480597,HCLTECH
12,9.68055659459863,HCLTECH
1,-13.871385666332959,HDFCBANK
2,-4.29297234630203,HDFCBANK
3,1.198672025161635,HDFCBANK
4,3.3730023801428026,HDFCBANK
5,-0.04568445097079755,HDFCBANK
6,7.098333545350459,HDFCBANK
7,-5.2457189772460735,HDFCBANK
8,-0.11593849157919597,HDFCBANK
9,6.459940379237217,HDFCBANK
10,-14.465299501795856,HDFCBANK
11,5.717192268565612,HDFCBANK
12,9.891346277484885,HDFCBANK
1,-11.114536765839373,HDFCLIFE
2,-0.868676545733269,HDFCLIFE
3,7.356555640308496,HDFCLIFE
4,-8.0504135486412,HDFCLIFE
5,-4.597900581244035,HDFCLIFE
6,8.171241592437726,HDFCLIFE
7,19.101123595505616,HDFCLIFE
8,3.517376681614353,HDFCLIFE
9,-3.6629545149604126,HDFCLIFE
10,1.4010137989298692,HDFCLIFE
11,-4.552991571093001,HDFCLIFE
12,-5.19680422194531,HDFCLIFE
1,12.21303614136043,HEROMOTOCO
2,-3.4927071750932,HEROMOTOCO
3,4.774688824299434,HEROMOTOCO
4,-2.941836244191632,HEROMOTOCO
5,12.235010413241266,HEROMOTOCO
6,8.119210944463822,HEROMOTOCO
7,-2.046188716960264,HEROMOTOCO
8,1.5553301004309366,HEROMOTOCO
9,2.4057939837223445,HEROMOTOCO
10,-46.290499295664425,HEROMOTOCO
11,-23.930883378149584,HEROMOTOCO
12,10.094414893617026,HEROMOTOCO
1,-5.086828309305366,HINDALCO
2,-11.798687089715532,HINDALCO
3,7.92718166056636,HINDALCO
4,13.33098839254308,HINDALCO
5,7.467456543768021,HINDALCO
6,-0.3448523600833524,HINDALCO
7,-2.935420743639922,HINDALCO
8,4.1351150705271005,HINDALCO
9,10.571721011843847,HINDALCO
10,-39.66253036570153,HINDALCO
11,-25.365465335070198,HINDALCO
12,18.88051044083526,HINDALCO
1,-6.524154816837736,HINDUNILVR
2,-2.4781694695989542,HINDUNILVR
3,-6.031871187284721,HINDUNILVR
4,-2.4257404085918135,HINDUNILVR
5,4.615280959439428,HINDUNILVR
6,4.972621927925637,HINDUNILVR
7,8.005668436389772,HINDUNILVR
8,2.299718289112696,HINDUNILVR
9,6.068374536132374,HINDUNILVR
10,-13.527148353997434,HINDUNILVR
11,2.964910506623528,HINDUNILVR
12,3.9123905369297574,HINDUNILVR
1,2.876726035621384,ICICIBANK
2,2.6386382480612545,ICICIBANK
3,0.5888306191921854,ICICIBANK
4,4.615104806074659,ICICIBANK
5,-1.614814164728605,ICICIBANK
6,3.413793103448268,ICICIBANK
7,0.2516813136939541,ICICIBANK
8,1.5783819519048126,ICICIBANK
9,3.50014228220659,ICICIBANK
10,1.4006591337099739,ICICIBANK
11,2.286526995240971,ICICIBANK
12,5.270941164043517,ICICIBANK
1,-4.052913031241203,INDUSINDBK
2,-4.298737955422898,INDUSINDBK
3,1.7260013755608625,INDUSINDBK
4,-1.7310684647302934,INDUSINDBK
5,-2.8800159447249625,INDUSINDBK
6,-4.262273648427799,INDUSINDBK
7,-1.9973917221497792,INDUSINDBK
8,0.3803218649857444,INDUSINDBK
9,-0.1000655601946134,INDUSINDBK
10,-25.11881960700859,INDUSINDBK
11,37.98588235294117,INDUSINDBK
12,9.438417576400541,INDUSINDBK
1,7.061591517065794,INFY
2,1.0168673244621549,INFY
3,-9.46697286517194,INFY
4,-5.008525861780741,INFY
5,-0.5337763795114677,INFY
6,11.441069777366804,INFY
7,17.44091023384461,INFY
8,4.917413365000548,INFY
9,-4.525324510053454,INFY
10,-7.724420405912774,INFY
11,-17.3609336400034,INFY
12,6.238380499896725,INFY
1,-5.661788270483922,ITC
2,-8.263716414540522,ITC
3,4.603174603174609,ITC
4,2.097492383407544,ITC
5,-2.8587699316628727,ITC
6,-1.2664110607645045,ITC
7,15.452744435380495,ITC
8,1.6609276888798843,ITC
9,1.588079600039205,ITC
10,-5.308020147229762,ITC
11,1.7986451763606606,ITC
12,2.7345486883059165,ITC
1,-6.717183226982685,JSWSTEEL
2,-0.19957590120993174,JSWSTEEL
3,-0.7175316909830184,JSWSTEEL
4,1.1755261196169504,JSWSTEEL
5,-1.1006907395967955,JSWSTEEL
6,1.769911504424784,JSWSTEEL
7,-1.6580146201928148,JSWSTEEL
8,0.7008720774704477,JSWSTEEL
9,9.52735392631186,JSWSTEEL
10,-28.32181446510269,JSWSTEEL
11,10.580440334046514,JSWSTEEL
12,8.565614208189448,JSWSTEEL
1,-4.394625880627509,KOTAKBANK
2,-7.313125771499106,KOTAKBANK
3,3.34548822133472,KOTAKBANK
4,-9.312000893505333,KOTAKBANK
5,6.648050011106527,KOTAKBANK
6,4.915456476819653,KOTAKBANK
7,-0.01106133510313689,KOTAKBANK
8,-0.6610325495774487,KOTAKBANK
9,4.13986799606797,KOTAKBANK
10,-7.8908162179419055,KOTAKBANK
11,0.6334556294427857,KOTAKBANK
12,9.003141959440155,KOTAKBANK
1,-1.2962884170815023,LT
2,2.3410829899941197,LT
3,3.588826200633001,LT
4,-6.349661281917661,LT
5,1.939158216418952,LT
6,-8.947564245666712,LT
7,8.179382115665447,LT
8,-1.9752335088508477,LT
9,-0.20499036138035154,LT
10,-0.8539756397974494,LT
11,7.387835457465535,LT
12,10.510397567893687,LT
1,-3.0382199260259495,M&M
2,17.03358265451352,M&M
3,-2.6153729187257726,M&M
4,12.547300294892866,M&M
5,14.69464338832574,M&M
6,8.832574031890664,M&M
7,1.110975885390416,M&M
8,-0.8131805968038466,M&M
9,11.44760532949226,M&M
10,-13.80350655504659,M&M
11,13.27856455382924,M&M
12,6.391879421716401,M&M
1,-0.9374422607528677,MARUTI
2,6.113461176912957,MARUTI
3,8.427882402041137,MARUTI
4,1.972218686354376,MARUTI
5,-3.170940271058589,MARUTI
6,-3.545164173242541,MARUTI
7,8.317607660639293,MARUTI
8,-7.156571762213626,MARUTI
9,6.522683747203763,MARUTI
10,-15.870803584991638,MARUTI
11,-4.512151215121506,MARUTI
12,-2.677196595407025,MARUTI
1,-8.447925647732745,NESTLEIND
2,5.203014831023569,NESTLEIND
3,0.8033981049030384,NESTLEIND
4,-3.0244430693069235,NESTLEIND
5,-6.26517533734029,NESTLEIND
6,8.348018088787919,NESTLEIND
7,-4.351466064405591,NESTLEIND
8,0.6743156199677939,NESTLEIND
9,7.173592573409287,NESTLEIND
10,-16.405312055558646,NESTLEIND
11,1.5222408860330061,NESTLEIND
12,9.210472253950517,NESTLEIND
1,2.5020177562550443,NTPC
2,4.223602484472057,NTPC
3,-2.241630276564771,NTPC
4,6.0902585073754825,NTPC
5,-2.7232082373662134,NTPC
6,-3.4328739152628867,NTPC
7,12.50845165652468,NTPC
8,-1.7121265792891724,NTPC
9,8.097560975609754,NTPC
10,-7.259713701431503,NTPC
11,-36.477452291236176,NTPC
12,15.690648819483172,NTPC
1,22.83905527148771,ONGC
2,6.844336765596615,ONGC
3,-0.9240436148586212,ONGC
4,4.798073360503908,ONGC
5,-6.52404526166902,ONGC
6,-3.484688489968333,ONGC
7,22.44000732734933,ONGC
8,-3.218727139722019,ONGC
9,-8.767627222562835,ONGC
10,-8.837129645487245,ONGC
11,4.418853776111408,ONGC
12,5.397070161912104,ONGC
1,8.835257082896122,POWERGRID
2,6.4145974416854825,POWERGRID
3,-3.7539103232533932,POWERGRID
4,7.745850437265768,POWERGRID
5,-1.1479591836734766,POWERGRID
6,-1.9843032726195733,POWERGRID
7,5.643203883495135,POWERGRID
8,-6.563278870119092,POWERGRID
9,5.155714498584417,POWERGRID
10,-8.55188141391106,POWERGRID
11,-35.118770377270614,POWERGRID
12,12.844909609895339,POWERGRID
1,10.153420892111216,RELIANCE
2,2.3937195527985042,RELIANCE
3,-0.42087485674842,RELIANCE
4,-1.1974838023141456,RELIANCE
5,-2.4649688043366993,RELIANCE
6,3.6462230108651865,RELIANCE
7,-3.5073550620132696,RELIANCE
8,-0.3741833300336465,RELIANCE
9,-2.616323165704869,RELIANCE
10,-9.064533085750563,RELIANCE
11,-11.200089642550335,RELIANCE
12,7.962243662030651,RELIANCE
1,-2.161161930032806,SBILIFE
2,8.361542488221946,SBILIFE
3,-2.7169860260026644,SBILIFE
4,-3.5840128863384737,SBILIFE
5,-5.0995961393661435,SBILIFE
6,7.218828602227815,SBILIFE
7,16.765988614042694,SBILIFE
8,4.699391710284337,SBILIFE
9,-2.369291859695566,SBILIFE
10,-25.42525351651947,SBILIFE
11,7.424871823659298,SBILIFE
12,0.6286657535208666,SBILIFE
1,-0.13253293833320692,SBIN
2,15.509920481741691,SBIN
3,-2.1842293440811225,SBIN
4,8.96083344322828,SBIN
5,0.03614240106018532,SBIN
6,-6.260696737150105,SBIN
7,3.6166043114199096,SBIN
8,-5.454123920477593,SBIN
9,-4.16590646475704,SBIN
10,2.9173724825898737,SBIN
11,-31.22868972235753,SBIN
12,12.295583734149533,SBIN
1,20.399248358835457,SHRIRAMFIN
2,1.7270148506591063,SHRIRAMFIN
3,-3.699320532963319,SHRIRAMFIN
4,4.932661663411117,SHRIRAMFIN
5,-8.83195848340497,SHRIRAMFIN
6,16.035310762608848,SHRIRAMFIN
7,0.26331538001196264,SHRIRAMFIN
8,7.20080287697583,SHRIRAMFIN
9,10.904581040229434,SHRIRAMFIN
10,-12.085480618418105,SHRIRAMFIN
11,5.517150742541729,SHRIRAMFIN
12,2.4984400349432265,SHRIRAMFIN
1,12.553064868081734,SUNPHARMA
2,12.074292410952093,SUNPHARMA
3,3.931377264710595,SUNPHARMA
4,-7.804204388522332,SUNPHARMA
5,-3.8973008558262046,SUNPHARMA
6,4.666047279859602,SUNPHARMA
7,13.10769028353398,SUNPHARMA
8,6.206273320895525,SUNPHARMA
9,6.098736198683884,SUNPHARMA
10,-3.7006172035730076,SUNPHARMA
11,-34.03734395178649,SUNPHARMA
12,2.2903553299492425,SUNPHARMA
1,3.508492369989883,TATACONSUM
2,5.346932190933704,TATACONSUM
3,-8.726586077251191,TATACONSUM
4,1.9728752934163034,TATACONSUM
5,-2.831825562514496,TATACONSUM
6,2.6476771273271376,TATACONSUM
7,9.974933170537703,TATACONSUM
8,-0.6786113294988885,TATACONSUM
9,-0.2292239726598316,TATACONSUM
10,-16.192267502612335,TATACONSUM
11,4.163397080913851,TATACONSUM
12,15.268396920334604,TATACONSUM
1,11.839109537060462,TATAMOTORS
2,8.161639157655099,TATAMOTORS
3,1.5756087579291977,TATAMOTORS
4,1.5772234819853843,TATAMOTORS
5,-10.196536291107215,TATAMOTORS
6,4.1348834762480875,TATAMOTORS
7,15.428371837732662,TATAMOTORS
8,-2.8879762320866984,TATAMOTORS
9,-10.799432572186895,TATAMOTORS
10,-13.58785743887278,TATAMOTORS
11,12.537836546120745,TATAMOTORS
12,10.560635055638244,TATAMOTORS
1,-2.78870218090812,TATASTEEL
2,4.488130563798206,TATASTEEL
3,3.934644881627213,TATASTEEL
4,1.1339258351210506,TATASTEEL
5,-0.08963250672244141,TATASTEEL
6,-0.13773314203730797,TATASTEEL
7,-5.020968575860276,TATASTEEL
8,-6.31669324175151,TATASTEEL
9,10.249869178440619,TATASTEEL
10,-11.057893791534454,TATASTEEL
11,-14.59098497495826,TATASTEEL
12,7.38461538461538,TATASTEEL
1,0.1272598462386164,TCS
2,6.251702710065768,TCS
3,-5.325631663145548,TCS
4,-2.4535648177698324,TCS
5,-4.9789040457639935,TCS
6,5.436353079384803,TCS
7,10.234528178573237,TCS
8,3.5625753337426853,TCS
9,-5.586091726479473,TCS
10,-7.4500338160871244,TCS
11,-12.464233723206664,TCS
12,8.023293893184116,TCS
1,2.813861157152218,TECHM
2,-2.944761904761912,TECHM
3,-1.86350055040101,TECHM
4,1.5226387047527257,TECHM
5,-3.0349672428763155,TECHM
6,14.855261573051754,TECHM
7,5.590652808912451,TECHM
8,5.960050503415452,TECHM
9,-4.2176540248383105,TECHM
10,-1.0305155653992863,TECHM
11,8.519242733979214,TECHM
12,4.268567449100827,TECHM
1,0.5547774771222304,TITAN
2,-0.08408110380569621,TITAN
3,0.9532913778910775,TITAN
4,-3.9896747271560047,TITAN
5,-9.151031960655178,TITAN
6,4.384888997914879,TITAN
7,0.8014104824491105,TITAN
8,2.7909524701947666,TITAN
9,6.589455199230662,TITAN
10,-13.477403037646146,TITAN
11,9.995588327976296,TITAN
12,5.328843673878774,TITAN
1,2.826354884913891,TRENT
2,25.10635554982596,TRENT
3,1.1983338673502082,TRENT
4,13.458371925491392,TRENT
5,-1.8841328254460192,TRENT
6,17.5378576637639,TRENT
7,5.862409688794619,TRENT
8,24.051258057808273,TRENT
9,5.965837553509972,TRENT
10,-6.3623944198510305,TRENT
11,26.817282096785195,TRENT
12,8.806140257149982,TRENT
1,-2.8354357798165206,ULTRACEMCO
2,-0.3013414228555843,ULTRACEMCO
3,-3.811849440086827,ULTRACEMCO
4,0.17529936510488556,ULTRACEMCO
5,-0.6806264367528332,ULTRACEMCO
6,11.440728554304902,ULTRACEMCO
7,-0.14658137786494277,ULTRACEMCO
8,-5.695690266594354,ULTRACEMCO
9,3.3006853451671385,ULTRACEMCO
10,-28.849005039219744,ULTRACEMCO
11,-19.219347198047693,ULTRACEMCO
12,16.262722980788915,ULTRACEMCO
1,0.2095777009326208,WIPRO
2,10.024398005728226,WIPRO
3,-7.513003274898863,WIPRO
4,-4.649963913805549,WIPRO
5,-4.197638828159158,WIPRO
6,15.931096599864894,WIPRO
7,-1.0145064947378444,WIPRO
8,3.230754481833002,WIPRO
9,1.690299558644004,WIPRO
10,0.9236396890717795,WIPRO
11,8.42630266439166,WIPRO
12,15.61388445970809,WIPRO
